Year,Month,GPRH,GPRHT,GPRHA,,N3H_SW3,GPRH_RAW,GPRHT_RAW,GPRHA_RAW,,N3H_SW3_NYT,GPRH_RAW_NYT,GPRH_NYT
1952.3333333312,May,45.47,39.25,65.70,,23844,73,52,21,,10699,42,42.02
1952.41666666453,June,47.27,43.16,61.80,,22934,73,55,19,,10262,42,43.81
1952.49999999786,July,33.82,27.32,56.62,,22398,51,34,17,,9838,26,28.29
1952.58333333119,August,40.32,31.52,71.85,,22839,62,40,22,,9774,32,35.04
1952.66666666452,September,43.34,36.93,68.02,,21932,64,45,20,,9874,35,37.94
1952.74999999785,October,53.31,52.93,48.39,,23124,83,68,15,,10407,51,52.45
1952.83333333118,November,39.14,32.13,63.41,,23527,62,42,20,,10702,37,37.00
1952.91666666451,December,46.81,36.99,81.77,,21894,69,45,24,,9971,37,39.72
1952.99999999784,January,39.64,32.54,67.43,,23230,62,42,21,,10557,30,30.41
1953.08333333117,February,61.98,55.02,90.49,,20609,86,63,25,,9168,43,50.20
1953.1666666645,March,47.44,44.05,61.89,,24105,77,59,20,,10619,43,43.34
1953.24999999783,April,65.52,68.39,45.61,,22895,101,87,14,,10005,60,64.19
1953.33333333116,May,46.63,40.26,70.26,,25481,80,57,24,,10991,45,43.82
1953.41666666449,June,48.63,47.15,52.11,,22904,75,60,16,,10088,45,47.74
1953.49999999782,July,51.15,49.11,63.39,,22357,77,61,19,,9684,43,47.52
1953.58333333115,August,48.03,46.24,56.17,,22574,73,58,17,,9557,47,52.64
1953.66666666448,September,31.50,31.67,26.93,,22163,47,39,8,,9573,30,33.54
1953.74999999781,October,68.05,74.14,34.49,,23789,109,98,11,,10429,68,69.79
1953.83333333114,November,42.68,45.64,25.22,,23663,68,60,8,,9891,44,47.61
1953.91666666447,December,57.91,64.85,22.09,,20259,79,73,6,,7755,38,52.45
1953.9999999978,January,49.92,53.43,32.56,,22907,77,68,10,,10418,45,46.23
1954.08333333113,February,49.42,46.28,60.17,,19834,66,51,16,,8840,40,48.43
1954.16666666446,March,41.95,38.92,55.97,,22657,64,49,17,,10220,28,29.32
1954.24999999779,April,75.68,77.61,61.73,,22959,117,99,19,,9683,68,75.16
1954.33333333112,May,58.65,55.36,71.31,,24058,95,74,23,,10238,54,56.45
1954.41666666445,June,49.89,46.38,68.64,,21733,73,56,20,,9089,39,45.93
1954.49999999778,July,43.33,44.76,35.67,,20909,61,52,10,,8818,33,40.05
1954.58333333111,August,34.81,37.13,20.98,,21330,50,44,6,,8998,26,30.93
1954.66666666444,September,48.96,51.92,34.16,,21839,72,63,10,,8973,44,52.48
1954.74999999777,October,37.63,40.28,22.05,,23679,60,53,7,,10053,35,37.26
1954.8333333311,November,50.43,54.68,29.99,,22384,76,68,9,,9597,44,49.07
1954.91666666443,December,64.72,68.82,39.80,,22490,98,86,12,,9566,51,57.06
1954.99999999776,January,82.40,71.21,131.53,,23252,129,92,41,,9971,74,79.43
1955.08333333109,February,83.01,83.69,77.07,,21292,119,99,22,,8734,71,87.01
1955.16666666442,March,72.37,77.03,53.73,,23600,115,101,17,,10022,70,74.76
1955.24999999775,April,77.99,84.10,46.47,,22471,118,105,14,,9443,63,71.41
1955.33333333108,May,56.98,63.05,24.88,,23980,92,84,8,,9762,48,52.63
1955.41666666441,June,55.10,55.51,46.68,,22372,83,69,14,,9051,52,61.49
1955.49999999774,July,81.88,92.77,33.43,,22310,123,115,10,,8853,67,81.00
1955.58333333107,August,61.56,68.73,24.32,,21473,89,82,7,,8516,50,62.84
1955.6666666644,September,54.76,57.24,37.82,,21696,80,69,11,,8735,42,51.46
1955.74999999773,October,42.86,46.89,20.93,,24948,72,65,7,,9959,39,41.91
1955.83333333106,November,65.02,69.43,42.03,,23071,101,89,13,,9498,62,69.87
1955.91666666439,December,44.10,45.59,35.83,,22898,68,58,11,,9473,42,47.45
1955.99999999772,January,68.50,79.23,15.64,,23851,110,105,5,,10071,67,71.20
1956.08333333105,February,60.83,68.64,21.07,,21240,87,81,6,,9175,50,58.33
1956.16666666438,March,63.78,74.24,12.69,,23517,101,97,4,,10048,61,64.98
1956.24999999771,April,65.85,69.36,52.54,,24134,107,93,17,,9907,71,76.70
1956.33333333104,May,44.94,46.89,34.48,,23796,72,62,11,,9849,46,49.99
1956.41666666437,June,42.08,44.15,28.39,,23645,67,58,9,,9752,35,38.41
1956.4999999977,July,48.46,46.52,53.73,,23599,77,61,17,,9369,46,52.55
1956.58333333103,August,71.28,76.17,42.31,,22919,110,97,13,,9288,55,63.38
1956.66666666436,September,70.56,71.76,60.12,,23575,112,94,19,,9575,68,76.01
1956.74999999769,October,86.14,77.91,125.40,,23793,138,103,40,,10143,75,79.14
1956.83333333102,November,130.16,134.76,101.55,,23506,206,176,32,,10205,124,130.05
1956.91666666435,December,69.25,69.94,61.19,,23161,108,90,19,,9670,59,65.30
1956.99999999768,January,102.09,98.82,112.87,,23130,159,127,35,,10071,84,89.27
1957.08333333101,February,62.64,51.76,107.26,,20863,88,60,30,,8737,56,68.60
1957.16666666434,March,77.50,60.64,147.11,,24338,127,82,48,,10137,75,79.19
1957.24999999767,April,93.63,87.05,112.74,,23158,146,112,35,,9472,76,85.88
1957.333333331,May,67.85,74.01,37.18,,24077,110,99,12,,9867,67,72.68
1957.41666666433,June,51.07,51.96,47.50,,23556,81,68,15,,9605,47,52.37
1957.49999999766,July,41.47,42.71,31.24,,21490,60,51,9,,9010,42,49.89
1957.58333333099,August,44.03,41.05,51.04,,21923,65,50,15,,9000,31,36.87
1957.66666666432,September,54.76,62.50,15.99,,23325,86,81,5,,9585,43,48.02
1957.74999999765,October,72.78,84.40,12.61,,23670,115,111,4,,10220,61,63.88
1957.83333333098,November,69.74,80.49,16.68,,22360,105,100,5,,10036,65,69.32
1957.91666666431,December,69.05,74.91,36.33,,22584,105,94,11,,10462,62,63.43
1957.99999999764,January,43.23,46.31,25.17,,23706,69,61,8,,10580,44,44.51
1958.08333333097,February,54.80,63.78,10.86,,20599,76,73,3,,8828,46,55.77
1958.1666666643,March,52.11,55.63,34.27,,23941,84,74,11,,10177,55,57.84
1958.24999999763,April,49.00,55.42,19.69,,22732,75,70,6,,9663,45,49.84
1958.33333333096,May,42.78,47.27,18.96,,23607,68,62,6,,9825,34,37.04
1958.41666666429,June,29.65,32.03,16.19,,23041,46,41,5,,9553,22,24.65
1958.49999999762,July,83.73,92.40,37.61,,21816,123,112,11,,9113,73,85.74
1958.58333333095,August,86.24,102.14,16.41,,22732,132,129,5,,9287,74,85.28
1958.66666666428,September,78.50,86.19,43.81,,22135,117,106,13,,9278,67,77.29
1958.74999999761,October,47.57,50.82,28.29,,23730,76,67,9,,10096,34,36.04
1958.83333333094,November,52.25,55.69,31.62,,23594,83,73,10,,10019,44,47.00
1958.91666666427,December,36.04,41.50,9.05,,16482,40,38,2,,4524,13,30.76
1958.9999999976,January,42.67,44.21,31.06,,24017,69,59,10,,10221,35,36.65
1959.08333333093,February,36.06,40.46,13.41,,22243,54,50,4,,8926,25,29.98
1959.16666666426,March,62.60,70.85,20.76,,25150,106,99,7,,10116,52,55.02
1959.24999999759,April,41.49,48.02,9.33,,23986,67,64,3,,9514,37,41.62
1959.33333333092,May,48.72,55.49,14.74,,25301,83,78,5,,10091,49,51.97
1959.41666666425,June,39.55,38.65,41.65,,23282,62,50,13,,9326,25,28.69
1959.49999999758,July,44.12,50.23,13.43,,22216,66,62,4,,8744,32,39.17
1959.58333333091,August,59.54,68.31,19.09,,23448,94,89,6,,9106,48,56.42
1959.66666666424,September,52.06,52.57,53.63,,22252,78,65,16,,9230,47,54.50
1959.74999999757,October,28.74,30.19,22.45,,23254,45,39,7,,9790,28,30.61
1959.8333333309,November,37.78,41.97,15.81,,23584,60,55,5,,9870,33,35.79
1959.91666666423,December,39.81,42.61,23.33,,22385,60,53,7,,9474,30,33.89
1959.99999999756,January,34.98,37.18,21.58,,24201,57,50,7,,10414,32,32.89
1960.08333333089,February,52.63,56.43,40.67,,22009,78,69,12,,9121,45,52.81
1960.16666666422,March,31.98,33.43,25.19,,23687,51,44,8,,9927,26,28.03
1960.24999999755,April,38.45,42.01,18.99,,23562,61,55,6,,9461,44,49.78
1960.33333333088,May,57.35,62.85,33.71,,24343,94,85,11,,9927,56,60.38
1960.41666666421,June,53.85,60.60,19.32,,23165,84,78,6,,9553,49,54.90
1960.49999999754,July,51.61,49.34,57.60,,25900,90,71,20,,9286,46,53.02
1960.58333333087,August,50.07,51.80,39.87,,24324,82,70,13,,9304,42,48.32
1960.6666666642,September,64.10,66.77,50.83,,26415,114,98,18,,9592,44,49.10
1960.74999999753,October,77.02,85.10,39.82,,26225,136,124,14,,10249,61,63.70
1960.83333333086,November,42.26,42.18,37.46,,23898,68,56,12,,9733,42,46.19
1960.91666666419,December,33.70,36.22,19.16,,23355,53,47,6,,9278,37,42.68
1960.99999999752,January,35.94,36.18,30.60,,24379,59,49,10,,9920,31,33.45
1961.08333333085,February,26.58,26.99,21.65,,20671,37,31,6,,8720,22,27.00
1961.16666666418,March,53.89,58.31,35.44,,23150,84,75,11,,9344,46,52.69
1961.24999999751,April,55.53,55.83,47.54,,23535,88,73,15,,9111,33,38.77
1961.33333333084,May,49.37,55.99,19.07,,23466,78,73,6,,9296,43,49.51
1961.41666666417,June,49.91,56.60,16.07,,23212,78,73,5,,8909,48,57.67
1961.4999999975,July,111.65,126.70,42.14,,23013,173,162,13,,8844,79,95.61
1961.58333333083,August,111.19,131.48,20.31,,22040,165,161,6,,8876,67,80.79
1961.66666666416,September,122.93,141.76,33.19,,22472,186,177,10,,8919,92,110.40
1961.74999999749,October,85.06,97.24,24.24,,24618,141,133,8,,10136,74,78.14
1961.83333333082,November,88.50,101.69,23.05,,22655,135,128,7,,9306,59,67.86
1961.91666666415,December,82.21,90.29,38.71,,23124,128,116,12,,9507,66,74.30
1961.99999999748,January,53.93,58.67,27.70,,24234,88,79,9,,9838,42,45.69
1962.08333333081,February,61.90,70.07,23.92,,21832,91,85,7,,9124,39,45.75
1962.16666666414,March,59.30,66.78,24.07,,24796,99,92,8,,10436,41,42.05
1962.24999999747,April,55.50,56.53,44.49,,25152,94,79,15,,10061,52,55.32
1962.3333333308,May,53.61,59.91,20.94,,24934,90,83,7,,10070,47,49.95
1962.41666666413,June,62.92,70.66,23.19,,25728,109,101,8,,9908,45,48.61
1962.49999999746,July,45.30,50.44,24.59,,24263,74,68,8,,9885,38,41.14
1962.58333333079,August,47.06,54.80,9.21,,24303,77,74,3,,9811,36,39.27
1962.66666666412,September,89.04,105.79,11.69,,25520,153,150,4,,10198,72,75.57
1962.74999999745,October,217.49,247.74,85.56,,26154,383,360,30,,10345,159,164.50
1962.83333333078,November,145.36,164.36,54.98,,24419,239,223,18,,9602,88,98.09
1962.91666666411,December,105.10,119.82,39.10,,19077,135,127,10,,4665,64,146.84
1962.99999999744,January,116.15,132.99,44.25,,18541,145,137,11,,2769,38,146.88
1963.08333333077,February,144.79,175.46,4.55,,16412,160,160,1,,2524,53,224.75
1963.1666666641,March,101.27,116.78,28.71,,18186,124,118,7,,2966,43,155.17
1963.24999999743,April,88.16,98.62,37.16,,24090,143,132,12,,9813,73,79.62
1963.33333333076,May,66.32,75.39,23.58,,25305,113,106,8,,10154,51,53.76
1963.41666666409,June,58.94,66.33,21.15,,24693,98,91,7,,10195,47,49.34
1963.49999999742,July,110.32,125.19,35.23,,23290,173,162,11,,9422,87,98.83
1963.58333333075,August,82.59,97.74,9.72,,23018,128,125,3,,9073,58,68.42
1963.66666666408,September,68.24,78.98,15.44,,24157,111,106,5,,9760,60,65.80
1963.74999999741,October,86.35,95.13,39.43,,24596,143,130,13,,9720,74,81.48
1963.83333333074,November,75.00,86.38,21.79,,23961,121,115,7,,9740,58,63.73
1963.91666666407,December,62.56,66.98,36.61,,24452,103,91,12,,9812,53,57.81
1963.9999999974,January,68.59,72.37,44.55,,25117,116,101,15,,9790,60,65.60
1964.08333333073,February,60.83,67.24,26.86,,22217,91,83,8,,8427,54,68.58
1964.16666666406,March,52.39,58.38,24.19,,24665,87,80,8,,9394,39,44.43
1964.24999999739,April,69.71,80.00,21.69,,24073,113,107,7,,9116,51,59.88
1964.33333333072,May,70.43,76.18,40.93,,25516,121,108,14,,9519,59,66.34
1964.41666666405,June,70.63,81.74,15.98,,23339,111,106,5,,8794,55,66.94
1964.49999999738,July,77.94,86.77,35.01,,23438,123,113,11,,8712,62,76.17
1964.58333333071,August,102.36,95.89,145.08,,23651,163,126,46,,8987,86,102.42
1964.66666666404,September,91.95,104.31,32.75,,22775,141,132,10,,8356,53,67.89
1964.74999999737,October,75.67,85.74,27.81,,24141,123,115,9,,9055,58,68.56
1964.8333333307,November,55.29,60.23,28.08,,23907,89,80,9,,9128,44,51.59
1964.91666666403,December,56.48,59.22,38.25,,23401,89,77,12,,8522,37,46.47
1964.99999999736,January,52.04,55.47,31.49,,23686,83,73,10,,9012,43,51.07
1965.08333333069,February,85.06,77.73,126.06,,21302,122,92,36,,7982,47,63.02
1965.16666666402,March,63.57,58.96,84.71,,22894,98,75,26,,8721,40,49.09
1965.24999999735,April,53.98,48.29,74.24,,23110,84,62,23,,8587,33,41.13
1965.33333333068,May,55.07,54.27,54.71,,24540,91,74,18,,9012,46,54.63
1965.41666666401,June,57.08,49.64,87.68,,22118,85,61,26,,8453,51,64.58
1965.49999999734,July,65.68,58.10,95.66,,22613,100,73,29,,8181,40,52.33
1965.58333333067,August,70.08,61.55,100.10,,23100,109,79,31,,8633,49,60.75
1965.666666664,September,94.98,96.98,82.64,,19858,127,107,22,,5391,48,95.30
1965.74999999733,October,66.43,58.47,94.83,,21239,95,69,27,,6580,35,56.93
1965.83333333066,November,81.54,71.05,121.85,,22038,121,87,36,,8309,64,82.44
1965.91666666399,December,85.08,66.86,160.25,,22343,128,83,48,,8413,55,69.97
1965.99999999732,January,88.81,78.48,133.20,,24080,144,105,43,,9660,68,75.34
1966.08333333065,February,94.96,77.29,167.29,,20957,134,90,47,,8096,67,88.57
1966.16666666398,March,80.39,73.83,107.25,,23646,128,97,34,,9105,62,72.88
1966.24999999731,April,68.73,68.14,65.90,,23771,110,90,21,,8644,49,60.67
1966.33333333064,May,67.29,65.09,68.18,,25163,114,91,23,,9339,47,53.86
1966.41666666397,June,62.63,59.03,82.61,,23476,99,77,26,,8807,45,54.69
1966.4999999973,July,76.37,52.25,188.69,,24114,124,70,61,,8825,67,81.26
1966.58333333063,August,65.46,46.34,143.23,,22915,101,59,44,,8619,49,60.85
1966.66666666396,September,69.08,59.91,101.86,,23434,109,78,32,,8770,53,64.68
1966.74999999729,October,81.75,77.63,91.92,,24345,134,105,30,,9351,71,81.27
1966.83333333062,November,64.83,59.29,86.00,,24285,106,80,28,,9059,50,59.07
1966.91666666395,December,72.57,60.89,112.15,,23944,117,81,36,,8908,53,63.68
1966.99999999728,January,57.94,53.42,72.75,,23583,92,70,23,,9336,42,48.15
1967.08333333061,February,57.79,46.40,101.41,,21332,83,55,29,,7804,36,49.37
1967.16666666394,March,87.15,62.44,188.49,,23348,137,81,59,,8745,56,68.54
1967.24999999727,April,83.77,69.70,138.15,,23758,134,92,44,,8714,61,74.92
1967.3333333306,May,130.83,112.24,227.70,,22931,202,143,70,,8563,87,108.74
1967.41666666393,June,141.53,135.16,167.06,,22771,217,171,51,,8516,94,118.14
1967.49999999726,July,84.05,70.82,138.51,,22619,128,89,42,,8199,52,67.88
1967.58333333059,August,72.55,50.82,160.46,,22314,109,63,48,,8076,47,62.29
1967.66666666392,September,66.26,51.39,129.78,,22415,100,64,39,,7938,39,52.58
1967.74999999725,October,70.90,57.03,138.65,,23671,113,75,44,,8748,50,61.17
1967.83333333058,November,92.71,68.70,197.65,,22267,139,85,59,,8158,67,87.90
1967.91666666391,December,80.86,68.60,135.38,,22040,120,84,40,,7927,47,63.46
1967.99999999724,January,89.02,79.45,128.24,,21522,129,95,37,,8107,67,88.45
1968.08333333057,February,83.19,56.29,194.98,,21424,120,67,56,,7672,54,75.33
1968.1666666639,March,77.76,56.07,161.39,,23110,121,72,50,,8405,67,85.32
1968.24999999723,April,60.09,50.73,98.34,,21996,89,62,29,,8135,40,52.63
1968.33333333056,May,59.38,50.37,89.47,,22511,90,63,27,,8243,43,55.83
1968.41666666389,June,61.57,55.15,94.11,,22192,92,68,28,,8007,43,57.48
1968.49999999722,July,64.36,64.85,61.75,,20537,89,74,17,,7650,44,61.56
1968.58333333055,August,62.82,49.12,111.96,,21986,93,60,33,,7781,49,67.40
1968.66666666388,September,83.87,79.69,94.36,,22134,125,98,28,,7699,63,87.58
1968.74999999721,October,68.17,64.16,79.77,,22441,103,80,24,,7824,48,65.66
1968.83333333054,November,58.95,58.30,54.45,,21918,87,71,16,,7804,33,45.26
1968.91666666387,December,61.29,61.62,55.97,,21323,88,73,16,,7806,44,60.33
1968.9999999972,January,90.12,89.21,93.29,,21588,131,107,27,,8042,55,73.20
1969.08333333053,February,91.65,84.23,115.08,,19446,120,91,30,,6972,57,87.50
1969.16666666386,March,97.46,86.94,142.77,,21944,144,106,42,,7817,60,82.15
1969.24999999719,April,74.49,65.58,116.47,,21134,106,77,33,,7153,45,67.33
1969.33333333052,May,42.18,33.81,71.76,,21828,62,41,21,,7243,29,42.85
1969.41666666385,June,54.95,48.43,78.85,,20812,77,56,22,,6850,32,50.00
1969.49999999718,July,64.05,59.78,77.65,,20172,87,67,21,,6641,30,48.35
1969.58333333051,August,73.61,60.66,129.39,,20177,100,68,35,,6639,49,79.00
1969.66666666384,September,56.76,48.76,93.82,,20671,79,56,26,,6810,33,51.86
1969.74999999717,October,55.62,53.92,59.36,,21362,80,64,17,,7485,33,47.19
1969.8333333305,November,74.23,69.52,91.52,,22007,110,85,27,,7706,53,73.61
1969.91666666383,December,58.96,51.71,85.73,,19143,76,55,22,,7212,38,56.39
1969.99999999716,January,61.92,59.02,76.87,,21348,89,70,22,,7638,41,57.45
1970.08333333049,February,65.48,60.69,92.86,,19278,85,65,24,,6672,39,62.56
1970.16666666382,March,76.01,64.97,122.71,,21884,112,79,36,,7644,40,56.01
1970.24999999715,April,73.87,61.44,120.03,,20507,102,70,33,,6745,42,66.65
1970.33333333048,May,116.45,89.58,231.15,,21298,167,106,66,,7169,70,104.51
1970.41666666381,June,72.29,61.94,106.35,,20340,99,70,29,,7090,34,51.33
1970.49999999714,July,73.64,64.40,106.76,,19564,97,70,28,,6856,35,54.64
1970.58333333047,August,83.31,83.41,87.33,,20500,115,95,24,,7008,44,67.20
1970.6666666638,September,111.70,114.61,100.98,,19944,150,127,27,,7128,59,88.59
1970.74999999713,October,73.11,62.90,106.48,,20315,100,71,29,,7406,35,50.58
1970.83333333046,November,66.44,65.80,68.17,,20789,93,76,19,,7333,33,48.17
1970.91666666379,December,67.84,67.87,59.43,,18827,86,71,15,,6943,36,55.50
1970.99999999712,January,47.01,43.67,66.89,,18957,60,46,17,,7071,32,48.44
1971.08333333045,February,67.57,65.09,82.66,,17145,78,62,19,,6072,39,68.74
1971.16666666378,March,74.70,66.91,106.02,,18292,92,68,26,,6650,31,49.89
1971.24999999711,April,70.01,68.07,81.77,,18244,86,69,20,,6347,25,42.16
1971.33333333044,May,59.23,62.33,39.14,,19058,76,66,10,,6643,30,48.34
1971.41666666377,June,76.03,68.85,104.91,,17776,91,68,25,,6149,47,81.81
1971.4999999971,July,93.79,99.70,78.51,,18052,114,100,19,,6100,57,100.01
1971.58333333043,August,71.43,74.49,54.23,,17880,86,74,13,,6085,32,56.29
1971.66666666376,September,104.73,106.09,94.51,,18152,128,107,23,,6053,55,97.25
1971.74999999709,October,98.83,113.22,34.90,,19235,128,121,9,,6746,54,85.68
1971.83333333042,November,90.86,88.09,95.42,,17980,110,88,23,,6338,42,70.93
1971.91666666375,December,77.23,70.69,107.29,,18076,94,71,26,,6346,39,65.78
1971.99999999708,January,53.88,53.24,49.96,,17918,65,53,12,,6640,23,37.07
1972.08333333041,February,79.89,92.51,31.21,,16731,90,86,7,,6073,36,63.45
1972.16666666374,March,54.19,53.55,58.62,,17815,65,53,14,,6597,23,37.32
1972.24999999707,April,93.06,76.89,169.96,,17555,110,75,40,,6538,45,73.67
1972.3333333304,May,136.03,123.64,192.70,,17032,156,117,44,,6398,58,97.03
1972.41666666373,June,77.78,74.97,102.10,,16804,88,70,23,,6170,38,65.92
1972.49999999706,July,57.08,45.07,99.91,,17172,66,43,23,,6186,28,48.45
1972.58333333039,August,48.10,48.58,53.69,,16673,54,45,12,,6091,23,40.42
1972.66666666372,September,72.10,53.46,161.90,,17508,85,52,38,,6536,38,62.23
1972.74999999705,October,56.28,47.07,91.57,,18736,71,49,23,,7573,37,52.29
1972.83333333038,November,43.16,34.20,75.04,,17892,52,34,18,,7170,25,37.32
1972.91666666371,December,63.08,58.58,82.30,,18128,77,59,20,,7479,34,48.66
1972.99999999704,January,59.66,59.60,56.69,,18422,74,61,14,,7543,41,58.18
1973.08333333037,February,72.74,69.87,80.19,,16743,82,65,18,,6785,31,48.90
1973.1666666637,March,64.10,61.18,76.46,,18535,80,63,19,,7404,39,56.38
1973.24999999703,April,74.95,71.37,88.35,,19418,98,77,23,,7701,53,73.66
1973.33333333036,May,63.26,64.51,58.12,,19251,82,69,15,,7431,31,44.65
1973.41666666369,June,57.91,58.64,47.81,,18721,73,61,12,,7243,35,51.72
1973.49999999702,July,60.68,58.83,69.08,,18357,75,60,17,,7071,33,49.95
1973.58333333035,August,46.17,37.30,77.29,,18336,57,38,19,,6877,28,43.58
1973.66666666368,September,49.15,51.75,32.37,,18433,61,53,8,,7079,37,55.94
1973.74999999701,October,193.92,192.73,277.11,,18304,246,196,68,,7341,126,183.71
1973.83333333034,November,105.58,95.97,141.13,,17442,124,93,33,,7183,65,96.85
1973.91666666367,December,102.96,109.43,72.05,,17599,123,107,17,,7333,57,83.20
1973.999999997,January,69.51,73.96,42.57,,17521,87,72,10,,6823,43,67.45
1974.08333333033,February,57.09,58.21,50.07,,16388,63,53,11,,6666,36,57.80
1974.16666666366,March,51.54,52.85,39.82,,18731,65,55,10,,7543,22,31.22
1974.24999999699,April,62.85,64.69,51.89,,17250,73,62,12,,6771,34,53.74
1974.33333333032,May,45.44,40.57,60.05,,18632,57,42,15,,7393,30,43.43
1974.41666666365,June,65.22,70.36,35.95,,18673,82,73,9,,7129,40,60.05
1974.49999999698,July,77.74,78.68,64.36,,17385,91,76,15,,7080,44,66.52
1974.58333333031,August,70.83,75.86,45.50,,18032,86,76,11,,7034,47,71.52
1974.66666666364,September,59.10,58.07,60.17,,18597,74,60,15,,7305,35,51.28
1974.74999999697,October,48.83,48.84,42.82,,19163,63,52,11,,7523,38,54.06
1974.8333333303,November,72.97,79.59,40.72,,18318,90,81,10,,7280,43,63.22
1974.91666666363,December,68.11,77.50,20.86,,17881,82,77,5,,7301,40,58.64
1974.99999999696,January,92.10,99.77,57.31,,18221,113,101,14,,7254,54,79.68
1975.08333333029,February,68.75,69.43,66.41,,16849,78,65,15,,6523,42,68.91
1975.16666666362,March,92.73,79.04,153.93,,18899,118,83,39,,7393,67,97.00
1975.24999999695,April,73.99,84.69,24.77,,18065,90,85,6,,7121,42,63.13
1975.33333333028,May,108.60,108.72,94.86,,18873,138,114,24,,7199,60,89.20
1975.41666666361,June,80.05,82.71,63.48,,17626,95,81,15,,6967,50,76.81
1975.49999999694,July,86.42,88.30,80.85,,17530,102,86,19,,6696,33,52.75
1975.58333333027,August,75.17,82.18,41.04,,18177,92,83,10,,6856,48,74.93
1975.6666666636,September,68.16,63.70,82.50,,18084,83,64,20,,6915,45,69.65
1975.74999999693,October,51.45,51.22,50.76,,16165,56,46,11,,7183,30,44.70
1975.83333333026,November,48.99,51.18,38.18,,17583,58,50,9,,7382,28,40.60
1975.91666666359,December,53.03,52.49,48.83,,16803,60,49,11,,6955,29,44.63
1975.99999999692,January,57.49,56.16,56.03,,17307,67,54,13,,6848,33,51.58
1976.08333333025,February,48.32,46.62,58.42,,16599,54,43,13,,6442,23,38.21
1976.16666666358,March,68.41,66.93,78.66,,18018,83,67,19,,6837,44,68.88
1976.24999999691,April,58.06,62.21,33.81,,17649,69,61,8,,6758,40,63.35
1976.33333333024,May,42.64,41.93,40.41,,18458,53,43,10,,7102,31,46.72
1976.41666666357,June,43.39,43.31,38.46,,17455,51,42,9,,6835,31,48.54
1976.4999999969,July,57.61,45.53,100.64,,17789,69,45,24,,6643,34,54.78
1976.58333333023,August,47.63,42.26,68.34,,17463,56,41,16,,6870,23,35.83
1976.66666666356,September,43.29,48.34,17.05,,17498,51,47,4,,6441,22,36.56
1976.74999999689,October,44.09,38.86,72.47,,18527,55,40,18,,6880,23,35.78
1976.83333333022,November,38.34,38.01,39.39,,17045,44,36,9,,6462,19,31.47
1976.91666666355,December,67.30,72.15,39.00,,17213,78,69,9,,6681,46,73.69
1976.99999999688,January,56.53,57.26,46.61,,17603,67,56,11,,6854,23,35.92
1977.08333333021,February,48.60,48.90,50.66,,16196,53,44,11,,6215,24,41.33
1977.16666666354,March,39.00,28.56,85.70,,18278,48,29,21,,6966,21,32.27
1977.24999999687,April,47.80,47.76,46.33,,17710,57,47,11,,6600,30,48.65
1977.3333333302,May,63.75,56.72,93.22,,18404,79,58,23,,7075,29,43.87
1977.41666666353,June,38.68,35.42,51.81,,17278,45,34,12,,6661,15,24.10
1977.49999999686,July,70.50,69.99,63.99,,17486,83,68,15,,6693,46,73.56
1977.58333333019,August,63.33,53.93,94.56,,17355,74,52,22,,6706,27,43.09
1977.66666666352,September,57.51,45.10,106.20,,17560,68,44,25,,6750,37,58.67
1977.74999999685,October,46.55,46.51,41.01,,18187,57,47,10,,7016,27,41.19
1977.83333333018,November,60.21,49.33,102.22,,17513,71,48,24,,6808,41,64.46
1977.91666666351,December,46.75,37.77,82.61,,17156,54,36,19,,6688,30,48.01
1977.99999999684,January,79.20,86.16,45.20,,16502,88,79,10,,6548,43,70.29
1978.08333333017,February,72.96,74.27,63.52,,15267,75,63,13,,6063,35,61.79
1978.1666666635,March,90.58,94.99,65.61,,17053,104,90,15,,6529,50,81.97
1978.24999999683,April,76.79,78.74,63.57,,17600,91,77,15,,6811,22,34.57
1978.33333333016,May,93.06,100.01,57.32,,16916,106,94,13,,6604,45,72.93
1978.41666666349,June,92.12,99.72,49.41,,16605,103,92,11,,6552,61,99.65
1978.49999999682,July,61.92,54.08,86.90,,16309,68,49,19,,6441,33,54.84
1978.58333333015,August,50.34,37.20,98.67,,12096,41,25,16,,1776,12,72.32
1978.66666666348,September,60.75,56.50,70.96,,10512,43,33,10,,0,0,
1978.74999999681,October,51.77,47.88,68.43,,10901,38,29,10,,0,0,
1978.83333333014,November,62.21,55.68,96.14,,15517,65,48,20,,5014,30,64.04
1978.91666666347,December,76.32,84.08,34.85,,17125,88,80,8,,6362,40,67.29
1978.9999999968,January,77.03,82.10,51.27,,16003,83,73,11,,5904,40,72.51
1979.08333333013,February,124.20,128.17,112.09,,15306,128,109,23,,5655,52,98.42
1979.16666666346,March,84.21,79.14,103.58,,17284,98,76,24,,6150,44,76.57
1979.24999999679,April,74.44,70.04,83.57,,16959,85,66,19,,6276,34,57.98
1979.33333333012,May,56.98,58.43,44.03,,16943,65,55,10,,6266,27,46.12
1979.41666666345,June,81.27,83.94,69.57,,16082,88,75,15,,5962,33,59.24
1979.49999999678,July,73.15,77.42,51.15,,16040,79,69,11,,5844,25,45.79
1979.58333333011,August,74.47,77.99,50.79,,16154,81,70,11,,5800,36,66.43
1979.66666666344,September,128.96,137.65,85.79,,17390,151,133,20,,6188,55,95.13
1979.74999999677,October,125.00,137.81,56.68,,17109,144,131,13,,6268,51,87.09
1979.8333333301,November,141.58,155.49,66.66,,16784,159,145,15,,6241,79,135.48
